chr	start	end	ID	gene_name
10	25014549	25017428	72468	ENKUR,THNSL1
10	25169677	25176361	72517	GPR158,GPR158-AS1
10	25816254	25820174	72726	RNU6-632P
10	25927538	25935817	72754	MYO3A,ENSG00000226304
10	26212469	26218926	72840	GAD2
10	26435894	26441190	72920	APBB1IP
10	26675639	26680146	72982	SELENOOLP
10	26713437	26718913	72991	HSPA8P3,ENSG00000235843
10	26787759	26793350	73014	RNU6-946P,ENSG00000223027
10	26859239	26862860	73029	ABI1
10	26863545	26874690	73031	NA
10	27087086	27088960	73091	RNU6-490P
10	27095700	27110399	73094	ANKRD26
10	27147640	27158451	73107	MASTL,YME1L1
10	27186752	27201509	73115	RNU2-24P
10	27226557	27233063	73124	RNU7-12P
10	27235572	27245637	73126	ACBD5,ENSG00000262412
10	27331248	27339536	73151	RNU6-452P
10	27411798	27418068	73172	PTCHD3
10	27493757	27505507	73196	RAB18
10	27738554	27746877	73270	MKX,MKX-AS1
10	27998045	28000340	73354	ODAD2,ENSG00000233472
10	28301346	28303982	73454	MPP7,MPP7-DT
10	28307711	28311844	73456	NA
10	28401879	28425926	73478	U3
10	28528869	28536883	73507	WAC,WAC-AS1
10	28648806	28679285	73538	BAMBI,RNU6-1067P,TPRKBP1,RNU4ATAC6P
10	28757160	28763992	73564	RNU6-270P
10	28845650	28852851	73585	LINC01517
10	29282525	29290507	73707	LYZL1
10	29542354	29548407	73781	MIR604
10	29601323	29603437	73800	MIR938
10	29709543	29713794	73837	RNU6-908P
10	29728282	29740795	73845	SVIL
10	30114530	30115778	73944	JCAD
10	30295231	30302177	73988	RNU6-598P,EEF1A1P39
10	30433565	30442603	74029	MAP3K8
10	31031444	31040253	74178	ZNF438,ENSG00000287564
10	31317143	31325351	74255	ZEB1,ZEB1-AS1
10	31362986	31365779	74272	ENSG00000285781
10	32041444	32066373	74470	KIF5B,Y_RNA
10	32172838	32174620	74501	RNU7-22P
10	32259891	32275708	74525	EPC1,ENSG00000227253
10	32346239	32349401	74547	EPC1,ENSG00000229327,ENSG00000233825
10	32374549	32382000	74560	EPC1
10	32394072	32400631	74567	RNU6-1244P
10	32566339	32568950	74617	CCDC7
10	33004359	33006486	74753	ITGB1
10	33210994	33217131	74798	NRP1,ENSG00000238258
10	33319498	33327098	74837	NA
10	33332264	33341022	74840	NRP1
10	34813670	34818769	75315	PARD3,PARD3-AS1
10	34923575	34929377	75345	RNU6-847P
10	34937799	34959669	75347	RNU6-193P
10	35084332	35090677	75376	CUL2
10	35126333	35135306	75383	CREM,ENSG00000230534
10	35135307	35143629	75384	CREM,RNU7-77P
10	35216586	35238590	75411	LINC02634,RNU6-794P
10	35238664	35247212	75413	CCNY
10	35247213	35259440	75414	RNU6-1167P
10	35596337	35606037	75502	GJD4
10	35637554	35648792	75514	FZD8,MIR4683,ENSG00000287528
10	36436970	36439267	75748	ENSG00000237002,ENSG00000274458
10	36522570	36531386	75773	NAMPTP1
10	37602618	37605438	76119	MTRNR2L7
10	37966527	37978196	76215	ZNF25,ZNF25-DT
10	42468883	42479273	77390	CCNYL2,LINC00839,ENSG00000279239
10	42632093	42639305	77441	ZNF33B,ENSG00000285884
10	42777827	42784522	77491	BMS1
10	42803807	42815359	77503	NA
10	43068517	43088784	77563	RET
10	43133607	43139117	77576	CSGALNACT2,CSGALNACT2-DT
10	43263734	43274029	77599	RASGEF1A
10	43336899	43347974	77608	RNU6ATAC11P
10	43367136	43376423	77614	FXYD4
10	43406362	43412515	77618	HNRNPF
10	43412516	43449551	77619	SNORD3J,ENSG00000230555,ZNF487
10	43450654	43464080	77621	ZNF487,RNU7-193P
10	43573993	43578708	77650	ZNF239
10	43605951	43608164	77661	ZNF485,CAP1P2
10	43642499	43644111	77677	ZNF32-AS1
10	43644532	43648045	77682	ZNF32,ZNF32-AS2
10	43648046	43652217	77683	ZNF32
10	43843436	43846030	77730	LINC00840
10	44032855	44035119	77791	NA
10	44290151	44294417	77865	ENSG00000229116,LINC02881
10	44379391	44393747	77892	CXCL12
10	44910935	44912486	78044	TMEM72
10	44919452	44923687	78047	TMEM72-AS1,ENSG00000234504
10	44932741	44947759	78051	ENSG00000223462
10	44951002	44961911	78054	RASSF4,TMEM72-AS1,ENSG00000273363
10	44978694	44979099	78060	DEPP1
10	44996387	45003073	78066	ZNF22-AS1,ZNF22
10	45313073	45323890	78169	OR13A1
10	45370125	45377878	78187	ALOX5
10	45444965	45453356	78213	ENSG00000231964
10	45593077	45597905	78246	MARCHF8
10	45671987	45676188	78264	ZFAND4
10	46044095	46052400	78379	MSMB
10	46096379	46116818	78390	AGAP7P
10	46545493	46561269	78514	GPRIN2
10	46571840	46582595	78517	SYT15
10	47291270	47303751	78727	GDF10
10	47318712	47323112	78731	GDF2
10	47346638	47353726	78737	RBP3
10	47381351	47382880	78750	NA
10	47382881	47386935	78751	ZNF488
10	47916780	47924179	78869	NPY4R2
10	48261288	48288575	78984	FRMPD2
10	48304890	48308392	78988	MAPK8
10	48648632	48661352	79074	ARHGAP22
10	48676896	48693166	79081	WDFY4
10	48835659	48838022	79115	NA
10	48934984	48938697	79139	ENSG00000241577
10	48978255	48980594	79149	WDFY4,ENSG00000233665
10	48983656	48985357	79151	ENSG00000226576
10	49111006	49117954	79190	VSTM4
10	49120205	49127231	79192	FAM170B-AS1
10	49127232	49134446	79193	FAM170B
10	49187992	49198246	79208	TMEM273
10	49298668	49299236	79234	C10orf71,C10orf71-AS1
10	49379360	49404559	79259	DRGX
10	49416364	49423882	79264	ENSG00000235939
10	49523584	49526174	79291	NA
10	49529037	49541568	79293	ERCC6
10	49605384	49622653	79313	CHAT,SLC18A3
10	49675276	49681161	79332	C10orf53
10	49752847	49772151	79347	OGDHL,MAPK6P6
10	50276793	50281414	79524	ASAH2
10	50470561	50477186	79595	ENSG00000225303
10	50582530	50594120	79644	RNU7-107P
10	50619806	50632596	79652	SGMS1,SGMS1-AS1,SHQ1P1
10	50881531	50885942	79750	A1CF
10	50989299	50992695	79780	PRKG1
10	51064839	51070436	79809	ENSG00000223502
10	51239748	51245893	79873	ENSG00000231132
10	51298883	51299750	79894	MIR605
10	51695583	51700607	80034	CSTF2T
10	52312149	52316356	80234	DKK1,PRKG1-AS1
10	52748229	52756423	80357	LNCAROD
10	52770273	52777522	80362	MBL2
10	54606939	54611451	80982	MIR548F1
10	55561996	55573410	81254	NA
10	55596935	55599605	81260	ENSG00000236744,MTRNR2L5
10	55624326	55632113	81270	PCDH15
10	56351448	56362636	81498	ZWINT,ENSG00000287016
10	56595120	56601145	81578	ENSG00000238707
10	58237605	58239383	82105	NA
10	58266912	58274811	82112	CISD1,IPMK
10	58333577	58339980	82133	UBE2D1
10	58382839	58391324	82149	TFAM
10	58511903	58516064	82178	BICC1
10	59175371	59178402	82401	PHYHIPL
10	59281699	59291123	82443	FAM13C,ENSG00000236556
10	59362091	59366184	82465	FAM13C
10	59735650	59740599	82571	SLC16A9,MRLN
10	59905263	59908496	82625	CCDC6
10	59959828	59962251	82645	LINC01553
10	60055785	60057962	82685	ANK3,ENSG00000232682
10	60726863	60746941	82889	ANK3,ANK3-DT
10	60776716	60783387	82899	CDK1
10	60909544	60915597	82943	RNU2-72P
10	60998946	61002884	82979	RHOBTB1
10	61444808	61454566	83112	TMEM26,TMEM26-AS1
10	61658444	61664292	83187	CABCOCO1
10	61899390	61902483	83280	ARID5B
10	61924786	61928694	83288	NA
10	62266645	62268929	83384	RTKN2
10	62374008	62376307	83419	ZNF365,ENSG00000285837,ENSG00000288011
10	62803109	62808505	83549	ADO,ENSG00000238280
10	62919187	62925819	83575	EGR2
10	63100592	63119013	83627	RNU6-543P
10	63123521	63127202	83630	ENSG00000224301
10	63127203	63136416	83631	NRBF2
10	63275573	63276838	83664	NA
10	63372470	63375109	83686	MIR1296
10	63464420	63466212	83713	JMJD1C,JMJD1C-AS1
10	63518907	63522622	83742	REEP3,JMJD1C
10	65706096	65714112	84399	NA
10	66489635	66495595	84635	NA
10	66613941	66616622	84676	NA
10	66915681	66927713	84788	LRRTM3
10	67050529	67053515	84831	ENSG00000225299
10	67805239	67808929	85068	RNU6-1250P
10	67837717	67842551	85080	DNAJC12
10	67882495	67889515	85087	SIRT1
10	67970228	67992628	85112	HERC4
10	68073640	68076585	85138	HERC4
10	68105662	68106614	85148	MYPN
10	68229022	68238308	85183	ATOH7,LINC02640
10	68330255	68337740	85204	HNRNPH3,PBLD
10	68403983	68420940	85218	DNA2,RUFY2
10	68471927	68474148	85230	DNA2
10	68508398	68529203	85239	SLC25A16
10	68553526	68561887	85244	TET1
10	68686438	68694370	85265	NA
10	68694371	68718602	85266	ENSG00000260400,ENSG00000270494
10	68718603	68723781	85267	CCAR1
10	68753661	68756445	85275	CCAR1,SNORD98
10	68756446	68761283	85276	CCAR1,ENSG00000221184
10	68825000	68830709	85291	STOX1
10	68843769	68849699	85298	RNU6-697P
10	68895113	68907014	85316	DDX50,ENSG00000285871
10	68911268	68912530	85322	RNU6-571P
10	68955616	68959630	85340	DDX21
10	68987596	68992778	85353	KIFBP,MED28P1
10	69070060	69091430	85376	SRGN
10	69117152	69126856	85383	VPS26A
10	69175737	69181971	85396	SUPV3L1
10	69216506	69220763	85409	HKDC1
10	69263416	69269930	85421	ENSG00000231748
10	69269931	69272306	85422	HK1
10	69363552	69363868	85446	NA
10	69408714	69421606	85455	TACR2
10	69451177	69452328	85467	TSPAN15
10	69567617	69576262	85492	NEUROG3,ENSG00000236154
10	69614522	69631564	85500	FAM241B
10	69798681	69803776	85539	COL13A1
10	70035356	70055583	85600	MACROH2A2
10	70129686	70136068	85623	AIFM2
10	70144815	70163065	85627	SAR1A,TYSND1
10	70163427	70170895	85629	SAR1A,CALM2P2
10	70206449	70210725	85641	PPA1
10	70233677	70243630	85650	PPA1
10	70282332	70293400	85660	NPFFR1
10	70380869	70389945	85680	LRRC20,CEP57L1P1
10	70390073	70405420	85682	EIF4EBP2
10	70431883	70434875	85691	ENSG00000280401
10	70446784	70448260	85697	NODAL
10	70471969	70479706	85705	PALD1
10	70602417	70616513	85727	PRF1
10	70670119	70681175	85744	ADAMTS14
10	70782645	70790674	85763	TBATA
10	70809839	70821981	85769	SGPL1
10	70864837	70875551	85789	SGPL1
10	70884265	70899114	85791	PCBD1
10	71205811	71216635	85882	UNC5B
10	71216636	71221571	85883	UNC5B-AS1
10	71316257	71324075	85906	SLC29A3
10	71324076	71329301	85907	NA
10	71395601	71404570	85936	CDH23
10	71505115	71513409	85959	CDH23,CDH23-AS1
10	71730843	71738140	86010	C10orf105
10	71767351	71774738	86017	VSIR
10	71840971	71845261	86031	RNU7-38P
10	71849197	71858764	86035	PSAP
10	71960785	71965950	86067	CHST3
10	72086185	72092315	86093	SPOCK2
10	72179633	72182930	86130	ENSG00000200294
10	72215603	72222845	86136	ASCC1,ANAPC16,Y_RNA
10	72273492	72277462	86142	DDIT4
10	72349824	72372549	86162	DNAJB12
10	72388793	72393498	86167	RNU6-805P
10	72501289	72506225	86205	ENSG00000226163
10	72576774	72580437	86223	NA
10	72624065	72630805	86234	MICU1
10	72691798	72692943	86246	MCU
10	72892856	72901457	86307	OIT3
10	72954559	72956764	86323	PLA2G12B
10	73068632	73074050	86361	ENSG00000237768
10	73096090	73098531	86369	P4HA1
10	73109821	73120270	86373	NUDT13
10	73126112	73128727	86375	SNORA11F
10	73166802	73170209	86386	ECD,FAM149B1
10	73246320	73251767	86411	DNAJC9,DNAJC9-AS1,ENSG00000288559
10	73251768	73253599	86412	MRPS16,DNAJC9-AS1
10	73279036	73284019	86423	RNU6-833P
10	73301814	73302637	86428	NA
10	73358099	73362861	86447	CFAP70
10	73381375	73385099	86454	ENSG00000233144
10	73410176	73414911	86461	ANXA7
10	73422239	73445039	86466	MSS51,RPL26P6
10	73494934	73500081	86481	PPP3CB,PPP3CB-AS1
10	73523513	73531638	86489	USP54,RNU6-883P
10	73625128	73626182	86514	USP54,ENSG00000268584
10	73626183	73646239	86515	MYOZ1,ENSG00000272791
10	73649351	73654889	86517	SYNPO2L,SYNPO2L-AS1
10	73654890	73663359	86518	SYNPO2L
10	73735461	73744800	86536	SEC24C,ENSG00000270808,ENSG00000279088
10	73762689	73778234	86542	SEC24C,FUT11,ENSG00000279689
10	73781477	73786249	86547	CHCHD1,ZSWIM8
10	73795653	73804081	86549	NDST2,ZSWIM8,ZSWIM8-AS1,ENSG00000272916
10	73810789	73820308	86552	CAMK2G,NDST2,ENSG00000224195,ENSG00000272916
10	73840446	73845847	86556	CAMK2G,ENSG00000229990
10	73870250	73879950	86568	CAMK2G
10	73899646	73911851	86575	PLAU
10	73921379	73924529	86577	C10orf55
10	73996727	74001567	86589	VCL
10	74101431	74103749	86623	NA
10	74150517	74156111	86642	ADK,AP3M1
10	74527428	74532169	86756	MRPL35P3,ENSG00000232342
10	74822846	74831435	86821	KAT6B
10	75021373	75024681	86882	ENSG00000227186
10	75024682	75025403	86883	ENSG00000234149
10	75054061	75058630	86893	NA
10	75098149	75114456	86903	DUSP13,SAMD8
10	75209473	75216089	86929	VDAC2
10	75249856	75282626	86936	ZNF503-AS1,RPL39P25,HMGA1P5
10	75374894	75391409	86953	SPA17P1
10	75392278	75407926	86955	ZNF503,ZNF503-AS2,ENSG00000270087
10	75430457	75435328	86960	LRMDA,ENSG00000236842
10	75546372	75553474	87001	MIR606
10	75823135	75825049	87089	NA
10	75962837	75968429	87140	NA
10	76123796	76127673	87187	NA
10	76229306	76231275	87212	NA
10	76256440	76262698	87223	RNU6-673P
10	76280983	76286643	87230	NA
10	76437839	76439020	87278	ENSG00000230575
10	76835190	76836929	87406	ATP5MC1P8,ENSG00000252888
10	76886708	76889656	87425	KCNMA1,KCNMA1-AS1
10	76904559	76906898	87432	NA
10	76970977	76979044	87451	KCNMA1
10	77312166	77314675	87545	ENSG00000224500
10	77353065	77357181	87561	KCNMA1-AS3
10	77634854	77639645	87649	KCNMA1
10	77782366	77784192	87701	ENSG00000228748
10	77865058	77872312	87727	DLG5,ENSG00000204049
10	77909173	77928271	87736	DLG5,DLG5-AS1,RN7SL284P
10	78027228	78040235	87761	RPS24,POLR3A
10	78363341	78368938	87855	SNORA71
10	78742309	78752197	87958	NA
10	79066398	79070169	88031	ZMIZ1,ZMIZ1-AS1
10	79347094	79355235	88097	PPIF
10	79373691	79400979	88106	ENSG00000235426
10	79434637	79456469	88114	ZCCHC24
10	79557427	79562428	88149	SFTPA2
10	80077837	80080155	88313	TMEM254,TMEM254-AS1
10	80130675	80137089	88326	PLAC9
10	80194321	80208299	88335	ANXA11,LINC00857
10	80288774	80290158	88363	MAT1A
10	80333696	80333818	88387	ENSG00000235858
10	80343250	80348666	88391	DYDC2
10	80355082	80359026	88395	DYDC2,DYDC1
10	80406013	80413626	88413	PRXL2A
10	80453627	80458915	88423	TSPAN14
10	80523906	80541840	88437	SH2D4B,ENSG00000226659
10	81873314	81880451	88835	NRG3,ENSG00000287358
10	82047501	82051869	88892	NA
10	82228959	82235528	88958	NRG3-AS1,ENSG00000229458
10	82339698	82341268	88989	RNU6-441P
10	83067902	83070208	89221	RNU6-478P
10	83760213	83764986	89438	RNU6-129P
10	83996936	84005384	89515	RNU1-65P
10	84137886	84146980	89565	GHITM,ENSG00000271933
10	84169317	84181881	89576	C10orf99,CERNA2
10	84192426	84198361	89580	CDHR1
10	84220282	84227411	89591	LRIT2
10	84227412	84242561	89592	LRIT1,RGR
10	84242562	84254570	89593	RGR
10	84317106	84329394	89611	CCSER2
10	84863162	84868140	89765	NA
10	85536571	85540700	89997	RNU6-325P
10	85601243	85605401	90008	NA
10	86257529	86268081	90173	MIR346
10	86297633	86307067	90180	NA
10	86358444	86370005	90189	GRID1
10	86484622	86494881	90214	RNU6-780P
10	86507660	86524233	90220	WAPL,ENSG00000227896
10	86651942	86655589	90252	OPN4
10	86660291	86681180	90254	LDB3
10	86749725	86758602	90265	BMPR1A,ENSG00000272631
10	86884759	86889972	90300	RNU1-19P
10	86955444	86967627	90315	SNCG,MMRN2,ADIRF-AS1
10	86967628	86971288	90316	ADIRF,MMRN2,ENSG00000271880,ADIRF-AS1,ENSG00000273413
10	87092070	87096361	90343	SHLD2,GLUD1
10	87504683	87517180	90476	MINPP1,ENSG00000286445
10	87655302	87661974	90521	ENSG00000196566,PAPSS2
10	87841137	87841681	90573	ATAD1
10	87861058	87868239	90583	PTEN,KLLN
10	87994397	87994712	90638	ENSG00000200891
10	88583148	88585061	90849	RNLS
10	88585062	88590155	90850	Y_RNA,LIPJ
10	88654397	88666466	90875	LIPF
10	88721906	88725571	90895	NA
10	88759967	88760950	90912	LIPN
10	88802758	88804064	90928	NA
10	88849833	88854819	90944	ANKRD22
10	88878458	88881187	90953	STAMBPL1
10	88931482	88936642	90969	ACTA2-AS1
10	88966911	88977017	90980	NA
10	88991256	88992440	90984	FAS,ACTA2,ENSG00000275693
10	89058825	89062892	91008	NA
10	89203666	89207410	91059	CH25H
10	89276048	89285060	91077	IFIT2,ENSG00000232110
10	89299216	89302332	91080	IFIT2
10	89319857	89328698	91086	IFIT3
10	89374724	89381156	91100	IFIT1B
10	89391023	89392937	91106	IFIT1
10	89414536	89417869	91115	LIPA,IFIT5
10	89455784	89460210	91130	SLC16A12-AS1
10	89552339	89559431	91162	SLC16A12
10	89592429	89593090	91176	MIR107
10	89644355	89647540	91197	PANK1,ENSG00000232936
10	89695167	89701092	91213	ENSG00000235100,ENSG00000240996
10	89701093	89705394	91214	KIF20B,ENSG00000235100
10	90853207	90862073	91628	HTR7
10	90862148	90872385	91630	RPP30
10	90920559	90925950	91660	ANKRD1,RNU6-740P
10	91213122	91225644	91751	PCGF5
10	91406670	91411191	91818	HECTD2
10	91632045	91635094	91906	PPP1R3C
10	91794269	91800827	91955	TNKS2,TNKS2-AS1
10	91899388	91914160	91991	FGFBP3,ENSG00000272817
10	91923551	91924826	92000	BTAF1
10	92075807	92077200	92043	ENSG00000252993
10	92289985	92294101	92109	CPEB3,MARCHF5
10	92436123	92443935	92132	NA
10	92572727	92594937	92157	IDE,KIF11
10	92687940	92688578	92179	NA
10	92829037	92833705	92215	EXOC6
10	93058196	93064435	92286	CYP26C1,ENSG00000226425,ENSG00000285846
10	93071628	93078619	92290	CYP26A1,ENSG00000279607
10	93474452	93486386	92393	MYOF
10	93496357	93502322	92396	CEP55
10	93560877	93568891	92413	FFAR4
10	93598956	93611671	92427	RBP4
10	93612046	93625599	92430	PDE6C
10	93697851	93723915	92450	FRA10AC1
10	93755026	93764652	92460	LGI1,ENSG00000280660
10	93892366	93895714	92505	SLC35G1
10	93984540	93994794	92537	PLCE1
10	94097691	94113767	92567	ENSG00000231575,PLCE1-AS2
10	94154387	94156722	92582	RNU6-657P
10	94227260	94231444	92597	PLCE1,ENSG00000228553
10	94281829	94283834	92615	NA
10	94284684	94288850	92617	PLCE1-AS1
10	94361845	94363367	92656	NOC3L
10	94394866	94405496	92667	TBC1D12
10	94543529	94546358	92710	HELLS
10	94677935	94686506	92751	CYP2C18
10	95067456	95073427	92874	CYP2C8
10	95193438	95196252	92914	ACSM6
10	95288234	95294106	92931	PDLIM1
10	95354161	95360495	92954	SORBS1
10	95559034	95562246	93013	SORBS1
10	95651571	95662753	93043	ALDH18A1
10	95692658	95697241	93051	TCTN3
10	95857500	95861535	93105	ENSG00000270099
10	95946666	95950269	93137	CC2D2B
10	96042283	96049610	93170	CCNJ,ENTPD1-AS1
10	96110439	96115230	93192	RNU6-271P
10	96203427	96205485	93236	BLNK
10	96271388	96271916	93254	BLNK
10	96302303	96306534	93260	DNTT
10	96357229	96359879	93275	OPALIN
10	96510202	96523261	93330	TLL2
10	96587336	96591487	93347	TM9SF3
10	96640585	96641258	93363	NA
10	96717313	96733486	93390	PIK3AP1
10	96738655	96746474	93394	RNU6-1274P
10	96827719	96842606	93404	LCOR,MIR607
10	96977186	96981494	93455	NA
10	96989467	96995786	93461	NA
10	97096539	97103506	93489	SLIT1,SLIT1-AS1
10	97182574	97187571	93511	SLIT1
10	97285183	97294069	93533	ARHGAP19,ARHGAP19-SLIT1
10	97315908	97320141	93536	FRAT1
10	97320142	97340583	93537	FRAT1,FRAT2,ENSG00000225850
10	97420607	97436642	93556	RRP12,PGAM1,Y_RNA
10	97445263	97447085	93559	ZDHHC16,EXOSC1
10	97495488	97505887	93566	MMS19,UBTD1
10	97562352	97580912	93584	ANKRD2
10	97581994	97590917	93586	C10orf62,HOGA1,ENSG00000249967
10	97686131	97687365	93603	AVPI1
10	97713160	97716569	93607	MARVELD1
10	97736458	97740079	93615	ZFYVE27
10	97764519	97772659	93621	SFRP5
10	97843682	97850714	93637	GOLGA7B,LINC00866
10	98014095	98034670	93677	CRTAC1
10	98134237	98135471	93710	R3HCC1L
10	98250252	98253871	93752	ENSG00000230928
10	98256483	98271978	93755	LOXL4
10	98390000	98401636	93803	MIR1287
10	98412988	98416837	93807	PYROXD2
10	98442419	98453325	93816	HPS1,ENSG00000287261
10	99233376	99240818	94051	HPSE2
10	99326208	99331935	94074	CNNM1
10	99429975	99430708	94107	GOT1
10	99430709	99435943	94108	ENSG00000224934
10	99528044	99532471	94124	LINC01475
10	99532472	99538467	94125	NKX2-3
10	99601104	99602449	94136	NA
10	99620631	99625233	94147	ENSG00000260475
10	99648838	99657894	94156	NA
10	99658281	99660396	94158	ENTPD7,ENSG00000229278
10	99700476	99704703	94164	CUTC
10	99767069	99792489	94184	ABCC2,NANOGP6
10	99925946	99933451	94224	DNMBP,DNMBP-AS1
10	99995449	100013945	94238	DNMBP
10	100079439	100087321	94253	CPN1
10	100185111	100188716	94281	ERLIN1
10	100188717	100190621	94282	ENSG00000236308
10	100224182	100230578	94291	CHUK,ENSG00000227492
10	100236268	100237373	94295	SNORA12
10	100249245	100261615	94301	CWF19L1,RNU6-422P
10	100265171	100287223	94304	CWF19L1,BLOC1S2
10	100329809	100330942	94315	PKD2L1
10	100341251	100347724	94326	SCD,ENSG00000231188
10	100458231	100464166	94351	WNT8B
10	100526877	100532381	94372	HIF1AN,NDUFB8,ENSG00000255339
10	100601147	100619107	94389	NA
10	100653288	100657651	94396	NA
10	100657652	100663113	94397	NA
10	100678923	100693960	94400	NA
10	100733128	100743939	94410	PAX2
10	100778482	100796466	94420	NA
10	100911854	100914842	94456	SLF2,ENSG00000272572
10	100967904	100971358	94470	SEMA4G
10	100971359	100982932	94471	SEMA4G,MIR608
10	100986086	100991034	94473	MRPL43,TWNK
10	100992681	100996833	94475	LZTS2
10	101030917	101034825	94480	SFXN3,PDZD7
10	101060342	101072257	94485	KAZALD1,ENSG00000273162
10	101124857	101129755	94493	NA
10	101130164	101147121	94495	TLX1,TLX1NB
10	101181139	101182323	94510	LINC01514,SMARCE1P7
10	101207057	101234418	94517	LBX1,LBX1-AS1
10	101267475	101273381	94521	NA
10	101291091	101297389	94529	NA
10	101298698	101308837	94531	RNU2-43P
10	101351685	101355543	94543	BTRC
10	101364394	101366538	94547	RNU2-59P
10	101371674	101375627	94550	NA
10	101503656	101508045	94591	NA
10	101565470	101576726	94611	DPCD
10	101587093	101594460	94614	POLL,DPCD
10	101621542	101624690	94621	RNU6-1165P
10	101693907	101698980	94644	FBXW4,ENSG00000286489
10	101773558	101776901	94657	FGF8
10	101776902	101783708	94658	FGF8,NPM3
10	101809309	101813654	94667	NA
10	101818523	101821544	94669	KCNIP2-AS1
10	101835443	101850894	94674	KCNIP2
10	102043631	102069936	94738	ARMH3,HPS6
10	102100403	102110241	94747	NA
10	102119036	102122790	94749	LDB1
10	102128452	102136946	94751	PPRC1
10	102149351	102158009	94757	NOLC1
10	102208008	102220862	94774	NA
10	102220863	102226518	94775	ELOVL3
10	102237771	102247758	94781	PITX3,GBF1
10	102392686	102397837	94826	NFKB2
10	102410382	102420992	94829	PSD,FBXL15
10	102420993	102430492	94830	PSD,CUEDC2
10	102430603	102442118	94832	CUEDC2,MIR146B
10	102457648	102462836	94835	MFSD13A
10	102501501	102502793	94848	ACTR1A
10	102502794	102504927	94849	SUFU
10	102582135	102596284	94869	SUFU,RNU6-43P
10	102632190	102649838	94877	TRIM8,ENSG00000272933
10	102713361	102716432	94891	ARL3,SFXN2
10	102741475	102744929	94899	WBP1L
10	102802353	102806703	94916	RNU6-1231P
10	102831420	102833948	94923	CYP17A1,WBP1L
10	102833949	102845756	94924	CYP17A1,PFN1P11,PTGES3P4
10	102846753	102865368	94926	BORCS7,BORCS7-ASMT,ENSG00000282772
10	102868270	102872698	94929	AS3MT,U6
10	102913799	102920915	94941	CNNM2,ENSG00000272912,ENSG00000286575
10	103191083	103193571	95013	NT5C2
10	103275820	103278675	95031	NT5C2,INA
10	103306580	103312640	95036	RNU11-3P
10	103348661	103351640	95042	PCGF6
10	103357234	103379297	95044	TAF5
10	103392649	103397911	95050	PDCD11,ATP5MK,MIR1307
10	103450378	103453675	95067	CALHM2,ENSG00000234699
10	103456178	103470367	95069	CALHM1
10	103475939	103490670	95073	CALHM3
10	103491380	103494794	95075	NEURL1
10	103511676	103518072	95079	NEURL1-AS1
10	103854664	103856678	95146	SH3PXD2A
10	103916618	103934764	95168	STN1
10	103963976	103969619	95174	SLK
10	104044109	104052486	95205	MIR936
10	104084623	104086048	95217	COL17A1
10	104120100	104124014	95229	SFR1
10	104218566	104219753	95255	MIR609
10	104230051	104232547	95260	CFAP43
10	104268078	104269095	95282	GSTO2,MIR4482
10	104336807	104341287	95309	ITPRIP
10	104346942	104354284	95314	CFAP58,CFAP58-DT
10	104399206	104400845	95330	NA
10	104638659	104641697	95399	SORCS3
10	104664605	104675938	95405	SORCS3-AS1
10	105530711	105538765	95702	RNU6-463P
10	107163071	107165832	96240	SORCS1
10	109233716	109241113	96890	RNU6-839P
10	109869858	109873466	97096	XPNPEP1,RNU4-5P
10	109914304	109923918	97115	XPNPEP1
10	109953499	109955412	97122	ADD3-AS1
10	109992870	109996964	97130	ADD3
10	110205843	110212527	97198	MXI1,ENSG00000228417
10	110301333	110308227	97232	SMNDC1
10	110433444	110440675	97269	NA
10	110495376	110503186	97281	DUSP5,DUSP5-DT
10	110567498	110569678	97304	SMC3
10	110571513	110577570	97306	NA
10	110635879	110648767	97320	RBM20,Y_RNA
10	110862959	110871612	97385	ENSG00000232470
10	110871613	110873380	97386	PDCD4,PDCD4-AS1
10	110918342	110920943	97415	SHOC2,BBIP1
10	110978901	110989034	97445	MIR548E
10	111072827	111079565	97474	ADRA2A
10	112212615	112226039	97843	GPAM
10	112282842	112287575	97859	TECTB
10	112371199	112374918	97894	ACSL5
10	112406592	112413817	97903	ACSL5,ENSG00000232934
10	112414059	112421600	97905	ENSG00000232934
10	112433582	112452586	97914	ZDHHC6,VTI1A
10	112644496	112650899	97985	NA
10	112673922	112681029	97990	ENSG00000233340
10	112946272	112954458	98049	TCF7L2,ENSG00000233547
10	113351071	113355390	98174	RNU7-165P
10	113550474	113553699	98228	HABP2
10	113658332	113664330	98263	NRAP
10	113717219	113730053	98279	CASP7,ENSG00000234393
10	113750073	113751815	98286	PLEKHS1
10	113807875	113823464	98309	ENSG00000212589
10	113850693	113857099	98320	NHLRC2,DCLRE1A
10	113909051	113915959	98341	NA
10	114038784	114047692	98381	ADRB1
10	114103239	114112428	98395	RNU6-709P
10	114170303	114176111	98415	CCDC186,MIR2110
10	114178895	114187150	98417	TDRD1
10	114237036	114241576	98438	VWA2
10	114401257	114419668	98479	AFAP1L2
10	114651418	114665452	98552	ABLIM1
10	114682375	114687651	98560	ABLIM1
10	114818119	114827867	98598	FAM160B1
10	114936656	114943236	98640	TRUB1
10	114968044	114969594	98651	RNU6-1121P
10	115088594	115095941	98697	ATRNL1
10	116114757	116121371	99039	NA
10	116271794	116278894	99092	GFRA1,ENSG00000285587
10	116324042	116330200	99109	CCDC172
